,num_layers_list,max_iters,num_samples_init,jump_iters,forward_kls,optimizer_methods,lrs,weight_decays,nfm_losses,price_estimates_NF,error_estimates_NF,price_estimates_classic,error_estimates_classic
173,64,1000,1024,100000,True,adam,0.01,1e-06,,,,,
174,64,1000,1024,100000,True,sgd,0.001,1e-06,,,,,
175,64,1000,1024,100000,True,sgd,0.01,1e-06,,,,,
176,64,1000,2048,100000,False,adam,0.001,1e-06,,,,,
177,64,1000,2048,100000,False,adam,0.01,1e-06,,,,,
178,64,1000,2048,100000,False,sgd,0.001,1e-06,,,,,
179,64,1000,2048,100000,False,sgd,0.01,1e-06,,,,,
180,64,1000,2048,100000,True,adam,0.001,1e-06,,,,,
181,64,1000,2048,100000,True,adam,0.01,1e-06,,,,,
182,64,1000,2048,100000,True,sgd,0.001,1e-06,,,,,
183,64,1000,2048,100000,True,sgd,0.01,1e-06,,,,,
184,64,1000,4096,100000,False,adam,0.001,1e-06,,,,,
185,64,1000,4096,100000,False,adam,0.01,1e-06,,,,,
186,64,1000,4096,100000,False,sgd,0.001,1e-06,,,,,
187,64,1000,4096,100000,False,sgd,0.01,1e-06,,,,,
188,64,1000,4096,100000,True,adam,0.001,1e-06,,,,,
189,64,1000,4096,100000,True,adam,0.01,1e-06,,,,,
190,64,1000,4096,100000,True,sgd,0.001,1e-06,,,,,
191,64,1000,4096,100000,True,sgd,0.01,1e-06,,,,,
